GEO.id,Id
GEO.id2,Id2
GEO.display-label,Geography
HC04_VC119,Percent Margin of Error; RESIDENCE 1 YEAR AGO - Different house in the U.S.
HC01_VC120,Estimate; RESIDENCE 1 YEAR AGO - Different house in the U.S. - Same county
HC02_VC120,Margin of Error; RESIDENCE 1 YEAR AGO - Different house in the U.S. - Same county
HC03_VC120,Percent; RESIDENCE 1 YEAR AGO - Different house in the U.S. - Same county
HC04_VC120,Percent Margin of Error; RESIDENCE 1 YEAR AGO - Different house in the U.S. - Same county
HC01_VC121,Estimate; RESIDENCE 1 YEAR AGO - Different house in the U.S. - Different county
HC02_VC121,Margin of Error; RESIDENCE 1 YEAR AGO - Different house in the U.S. - Different county
HC03_VC121,Percent; RESIDENCE 1 YEAR AGO - Different house in the U.S. - Different county
HC04_VC121,Percent Margin of Error; RESIDENCE 1 YEAR AGO - Different house in the U.S. - Different county
HC01_VC122,Estimate; RESIDENCE 1 YEAR AGO - Different house in the U.S. - Different county - Same state
HC02_VC122,Margin of Error; RESIDENCE 1 YEAR AGO - Different house in the U.S. - Different county - Same state
HC03_VC122,Percent; RESIDENCE 1 YEAR AGO - Different house in the U.S. - Different county - Same state
HC04_VC122,Percent Margin of Error; RESIDENCE 1 YEAR AGO - Different house in the U.S. - Different county - Same state
HC01_VC123,Estimate; RESIDENCE 1 YEAR AGO - Different house in the U.S. - Different county - Different state
HC02_VC123,Margin of Error; RESIDENCE 1 YEAR AGO - Different house in the U.S. - Different county - Different state
HC03_VC123,Percent; RESIDENCE 1 YEAR AGO - Different house in the U.S. - Different county - Different state
HC04_VC123,Percent Margin of Error; RESIDENCE 1 YEAR AGO - Different house in the U.S. - Different county - Different state
HC01_VC124,Estimate; RESIDENCE 1 YEAR AGO - Abroad
HC02_VC124,Margin of Error; RESIDENCE 1 YEAR AGO - Abroad
HC03_VC124,Percent; RESIDENCE 1 YEAR AGO - Abroad
HC04_VC124,Percent Margin of Error; RESIDENCE 1 YEAR AGO - Abroad
HC01_VC128,Estimate; PLACE OF BIRTH - Total population
HC02_VC128,Margin of Error; PLACE OF BIRTH - Total population
HC03_VC128,Percent; PLACE OF BIRTH - Total population
HC04_VC128,Percent Margin of Error; PLACE OF BIRTH - Total population
HC01_VC129,Estimate; PLACE OF BIRTH - Native
HC02_VC129,Margin of Error; PLACE OF BIRTH - Native
HC03_VC129,Percent; PLACE OF BIRTH - Native
HC04_VC129,Percent Margin of Error; PLACE OF BIRTH - Native
HC01_VC130,Estimate; PLACE OF BIRTH - Native - Born in United States
HC02_VC130,Margin of Error; PLACE OF BIRTH - Native - Born in United States
HC03_VC130,Percent; PLACE OF BIRTH - Native - Born in United States
HC04_VC130,Percent Margin of Error; PLACE OF BIRTH - Native - Born in United States
HC01_VC131,Estimate; PLACE OF BIRTH - Native - Born in United States - State of residence
HC02_VC131,Margin of Error; PLACE OF BIRTH - Native - Born in United States - State of residence
HC03_VC131,Percent; PLACE OF BIRTH - Native - Born in United States - State of residence
HC04_VC131,Percent Margin of Error; PLACE OF BIRTH - Native - Born in United States - State of residence
HC01_VC132,Estimate; PLACE OF BIRTH - Native - Born in United States - Different state
HC02_VC132,Margin of Error; PLACE OF BIRTH - Native - Born in United States - Different state
HC03_VC132,Percent; PLACE OF BIRTH - Native - Born in United States - Different state
HC04_VC132,Percent Margin of Error; PLACE OF BIRTH - Native - Born in United States - Different state
HC01_VC133,"Estimate; PLACE OF BIRTH - Native - Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)"
HC02_VC133,"Margin of Error; PLACE OF BIRTH - Native - Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)"
HC03_VC133,"Percent; PLACE OF BIRTH - Native - Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)"
HC04_VC133,"Percent Margin of Error; PLACE OF BIRTH - Native - Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)"
HC01_VC134,Estimate; PLACE OF BIRTH - Foreign born
HC02_VC134,Margin of Error; PLACE OF BIRTH - Foreign born
HC03_VC134,Percent; PLACE OF BIRTH - Foreign born
HC04_VC134,Percent Margin of Error; PLACE OF BIRTH - Foreign born
HC01_VC138,Estimate; U.S. CITIZENSHIP STATUS - Foreign-born population
HC02_VC138,Margin of Error; U.S. CITIZENSHIP STATUS - Foreign-born population
HC03_VC138,Percent; U.S. CITIZENSHIP STATUS - Foreign-born population
HC04_VC138,Percent Margin of Error; U.S. CITIZENSHIP STATUS - Foreign-born population
HC01_VC139,Estimate; U.S. CITIZENSHIP STATUS - Naturalized U.S. citizen
HC02_VC139,Margin of Error; U.S. CITIZENSHIP STATUS - Naturalized U.S. citizen
HC03_VC139,Percent; U.S. CITIZENSHIP STATUS - Naturalized U.S. citizen
HC04_VC139,Percent Margin of Error; U.S. CITIZENSHIP STATUS - Naturalized U.S. citizen
HC01_VC140,Estimate; U.S. CITIZENSHIP STATUS - Not a U.S. citizen
HC02_VC140,Margin of Error; U.S. CITIZENSHIP STATUS - Not a U.S. citizen
HC03_VC140,Percent; U.S. CITIZENSHIP STATUS - Not a U.S. citizen
HC04_VC140,Percent Margin of Error; U.S. CITIZENSHIP STATUS - Not a U.S. citizen
HC01_VC144,Estimate; YEAR OF ENTRY - Population born outside the United States
HC02_VC144,Margin of Error; YEAR OF ENTRY - Population born outside the United States
HC03_VC144,Percent; YEAR OF ENTRY - Population born outside the United States
HC04_VC144,Percent Margin of Error; YEAR OF ENTRY - Population born outside the United States
HC01_VC146,Estimate; YEAR OF ENTRY - Native
HC02_VC146,Margin of Error; YEAR OF ENTRY - Native
HC03_VC146,Percent; YEAR OF ENTRY - Native
HC04_VC146,Percent Margin of Error; YEAR OF ENTRY - Native
HC01_VC147,Estimate; YEAR OF ENTRY - Entered 2000 or later
HC02_VC147,Margin of Error; YEAR OF ENTRY - Entered 2000 or later
HC03_VC147,Percent; YEAR OF ENTRY - Entered 2000 or later
HC04_VC147,Percent Margin of Error; YEAR OF ENTRY - Entered 2000 or later
HC01_VC148,Estimate; YEAR OF ENTRY - Entered before 2000
HC02_VC148,Margin of Error; YEAR OF ENTRY - Entered before 2000
HC03_VC148,Percent; YEAR OF ENTRY - Entered before 2000
HC04_VC148,Percent Margin of Error; YEAR OF ENTRY - Entered before 2000
HC01_VC150,Estimate; YEAR OF ENTRY - Foreign born
HC02_VC150,Margin of Error; YEAR OF ENTRY - Foreign born
HC03_VC150,Percent; YEAR OF ENTRY - Foreign born
HC04_VC150,Percent Margin of Error; YEAR OF ENTRY - Foreign born
HC01_VC151,Estimate; YEAR OF ENTRY - Entered 2000 or later
HC02_VC151,Margin of Error; YEAR OF ENTRY - Entered 2000 or later
HC03_VC151,Percent; YEAR OF ENTRY - Entered 2000 or later
HC04_VC151,Percent Margin of Error; YEAR OF ENTRY - Entered 2000 or later
HC01_VC152,Estimate; YEAR OF ENTRY - Entered before 2000
HC02_VC152,Margin of Error; YEAR OF ENTRY - Entered before 2000
HC03_VC152,Percent; YEAR OF ENTRY - Entered before 2000
HC04_VC152,Percent Margin of Error; YEAR OF ENTRY - Entered before 2000
HC01_VC156,"Estimate; WORLD REGION OF BIRTH OF FOREIGN BORN - Foreign-born population, excluding population born at sea"
HC02_VC156,"Margin of Error; WORLD REGION OF BIRTH OF FOREIGN BORN - Foreign-born population, excluding population born at sea"
HC03_VC156,"Percent; WORLD REGION OF BIRTH OF FOREIGN BORN - Foreign-born population, excluding population born at sea"
HC04_VC156,"Percent Margin of Error; WORLD REGION OF BIRTH OF FOREIGN BORN - Foreign-born population, excluding population born at sea"
HC01_VC157,Estimate; WORLD REGION OF BIRTH OF FOREIGN BORN - Europe
HC02_VC157,Margin of Error; WORLD REGION OF BIRTH OF FOREIGN BORN - Europe
HC03_VC157,Percent; WORLD REGION OF BIRTH OF FOREIGN BORN - Europe
HC04_VC157,Percent Margin of Error; WORLD REGION OF BIRTH OF FOREIGN BORN - Europe
HC01_VC158,Estimate; WORLD REGION OF BIRTH OF FOREIGN BORN - Asia
HC02_VC158,Margin of Error; WORLD REGION OF BIRTH OF FOREIGN BORN - Asia
HC03_VC158,Percent; WORLD REGION OF BIRTH OF FOREIGN BORN - Asia
HC04_VC158,Percent Margin of Error; WORLD REGION OF BIRTH OF FOREIGN BORN - Asia
HC01_VC159,Estimate; WORLD REGION OF BIRTH OF FOREIGN BORN - Africa
HC02_VC159,Margin of Error; WORLD REGION OF BIRTH OF FOREIGN BORN - Africa
HC03_VC159,Percent; WORLD REGION OF BIRTH OF FOREIGN BORN - Africa
HC04_VC159,Percent Margin of Error; WORLD REGION OF BIRTH OF FOREIGN BORN - Africa
HC01_VC160,Estimate; WORLD REGION OF BIRTH OF FOREIGN BORN - Oceania
HC02_VC160,Margin of Error; WORLD REGION OF BIRTH OF FOREIGN BORN - Oceania
HC03_VC160,Percent; WORLD REGION OF BIRTH OF FOREIGN BORN - Oceania
HC04_VC160,Percent Margin of Error; WORLD REGION OF BIRTH OF FOREIGN BORN - Oceania
HC01_VC161,Estimate; WORLD REGION OF BIRTH OF FOREIGN BORN - Latin America
HC02_VC161,Margin of Error; WORLD REGION OF BIRTH OF FOREIGN BORN - Latin America
HC03_VC161,Percent; WORLD REGION OF BIRTH OF FOREIGN BORN - Latin America
HC04_VC161,Percent Margin of Error; WORLD REGION OF BIRTH OF FOREIGN BORN - Latin America
HC01_VC162,Estimate; WORLD REGION OF BIRTH OF FOREIGN BORN - Northern America
HC02_VC162,Margin of Error; WORLD REGION OF BIRTH OF FOREIGN BORN - Northern America
HC03_VC162,Percent; WORLD REGION OF BIRTH OF FOREIGN BORN - Northern America
HC04_VC162,Percent Margin of Error; WORLD REGION OF BIRTH OF FOREIGN BORN - Northern America
HC01_VC166,Estimate; LANGUAGE SPOKEN AT HOME - Population 5 years and over
HC02_VC166,Margin of Error; LANGUAGE SPOKEN AT HOME - Population 5 years and over
HC03_VC166,Percent; LANGUAGE SPOKEN AT HOME - Population 5 years and over
HC04_VC166,Percent Margin of Error; LANGUAGE SPOKEN AT HOME - Population 5 years and over
HC01_VC167,Estimate; LANGUAGE SPOKEN AT HOME - English only
HC02_VC167,Margin of Error; LANGUAGE SPOKEN AT HOME - English only
HC03_VC167,Percent; LANGUAGE SPOKEN AT HOME - English only
HC04_VC167,Percent Margin of Error; LANGUAGE SPOKEN AT HOME - English only
HC01_VC168,Estimate; LANGUAGE SPOKEN AT HOME - Language other than English
HC02_VC168,Margin of Error; LANGUAGE SPOKEN AT HOME - Language other than English
HC03_VC168,Percent; LANGUAGE SPOKEN AT HOME - Language other than English
HC04_VC168,Percent Margin of Error; LANGUAGE SPOKEN AT HOME - Language other than English
HC01_VC170,"Estimate; LANGUAGE SPOKEN AT HOME - Language other than English - Speak English less than ""very well"""
HC02_VC170,"Margin of Error; LANGUAGE SPOKEN AT HOME - Language other than English - Speak English less than ""very well"""
HC03_VC170,"Percent; LANGUAGE SPOKEN AT HOME - Language other than English - Speak English less than ""very well"""
HC04_VC170,"Percent Margin of Error; LANGUAGE SPOKEN AT HOME - Language other than English - Speak English less than ""very well"""
HC01_VC171,Estimate; LANGUAGE SPOKEN AT HOME - Language other than English - Spanish
HC02_VC171,Margin of Error; LANGUAGE SPOKEN AT HOME - Language other than English - Spanish
HC03_VC171,Percent; LANGUAGE SPOKEN AT HOME - Language other than English - Spanish
HC04_VC171,Percent Margin of Error; LANGUAGE SPOKEN AT HOME - Language other than English - Spanish
HC01_VC172,"Estimate; LANGUAGE SPOKEN AT HOME - Language other than English - Spanish - Speak English less than ""very well"""
HC02_VC172,"Margin of Error; LANGUAGE SPOKEN AT HOME - Language other than English - Spanish - Speak English less than ""very well"""
HC03_VC172,"Percent; LANGUAGE SPOKEN AT HOME - Language other than English - Spanish - Speak English less than ""very well"""
HC04_VC172,"Percent Margin of Error; LANGUAGE SPOKEN AT HOME - Language other than English - Spanish - Speak English less than ""very well"""
HC01_VC173,Estimate; LANGUAGE SPOKEN AT HOME - Language other than English - Other Indo-European languages
HC02_VC173,Margin of Error; LANGUAGE SPOKEN AT HOME - Language other than English - Other Indo-European languages
HC03_VC173,Percent; LANGUAGE SPOKEN AT HOME - Language other than English - Other Indo-European languages
HC04_VC173,Percent Margin of Error; LANGUAGE SPOKEN AT HOME - Language other than English - Other Indo-European languages
HC01_VC174,"Estimate; LANGUAGE SPOKEN AT HOME - Language other than English - Other Indo-European languages - Speak English less than ""very well"""
HC02_VC174,"Margin of Error; LANGUAGE SPOKEN AT HOME - Language other than English - Other Indo-European languages - Speak English less than ""very well"""
HC03_VC174,"Percent; LANGUAGE SPOKEN AT HOME - Language other than English - Other Indo-European languages - Speak English less than ""very well"""
HC04_VC174,"Percent Margin of Error; LANGUAGE SPOKEN AT HOME - Language other than English - Other Indo-European languages - Speak English less than ""very well"""
HC01_VC175,Estimate; LANGUAGE SPOKEN AT HOME - Language other than English - Asian and Pacific Islander languages
HC02_VC175,Margin of Error; LANGUAGE SPOKEN AT HOME - Language other than English - Asian and Pacific Islander languages
HC03_VC175,Percent; LANGUAGE SPOKEN AT HOME - Language other than English - Asian and Pacific Islander languages
HC04_VC175,Percent Margin of Error; LANGUAGE SPOKEN AT HOME - Language other than English - Asian and Pacific Islander languages
HC01_VC176,"Estimate; LANGUAGE SPOKEN AT HOME - Language other than English - Asian and Pacific Islander languages - Speak English less than ""very well"""
HC02_VC176,"Margin of Error; LANGUAGE SPOKEN AT HOME - Language other than English - Asian and Pacific Islander languages - Speak English less than ""very well"""
HC03_VC176,"Percent; LANGUAGE SPOKEN AT HOME - Language other than English - Asian and Pacific Islander languages - Speak English less than ""very well"""
HC04_VC176,"Percent Margin of Error; LANGUAGE SPOKEN AT HOME - Language other than English - Asian and Pacific Islander languages - Speak English less than ""very well"""
HC01_VC177,Estimate; LANGUAGE SPOKEN AT HOME - Language other than English - Other languages
HC02_VC177,Margin of Error; LANGUAGE SPOKEN AT HOME - Language other than English - Other languages
HC03_VC177,Percent; LANGUAGE SPOKEN AT HOME - Language other than English - Other languages
HC04_VC177,Percent Margin of Error; LANGUAGE SPOKEN AT HOME - Language other than English - Other languages
HC01_VC178,"Estimate; LANGUAGE SPOKEN AT HOME - Language other than English - Other languages - Speak English less than ""very well"""
HC02_VC178,"Margin of Error; LANGUAGE SPOKEN AT HOME - Language other than English - Other languages - Speak English less than ""very well"""
HC03_VC178,"Percent; LANGUAGE SPOKEN AT HOME - Language other than English - Other languages - Speak English less than ""very well"""
HC04_VC178,"Percent Margin of Error; LANGUAGE SPOKEN AT HOME - Language other than English - Other languages - Speak English less than ""very well"""
HC01_VC182,Estimate; ANCESTRY - Total population
HC02_VC182,Margin of Error; ANCESTRY - Total population
HC03_VC182,Percent; ANCESTRY - Total population
HC04_VC182,Percent Margin of Error; ANCESTRY - Total population
HC01_VC183,Estimate; ANCESTRY - American
HC02_VC183,Margin of Error; ANCESTRY - American
HC03_VC183,Percent; ANCESTRY - American
HC04_VC183,Percent Margin of Error; ANCESTRY - American
HC01_VC184,Estimate; ANCESTRY - Arab
HC02_VC184,Margin of Error; ANCESTRY - Arab
HC03_VC184,Percent; ANCESTRY - Arab
HC04_VC184,Percent Margin of Error; ANCESTRY - Arab
HC01_VC185,Estimate; ANCESTRY - Czech
HC02_VC185,Margin of Error; ANCESTRY - Czech
HC03_VC185,Percent; ANCESTRY - Czech
HC04_VC185,Percent Margin of Error; ANCESTRY - Czech
HC01_VC186,Estimate; ANCESTRY - Danish
HC02_VC186,Margin of Error; ANCESTRY - Danish
HC03_VC186,Percent; ANCESTRY - Danish
HC04_VC186,Percent Margin of Error; ANCESTRY - Danish
HC01_VC187,Estimate; ANCESTRY - Dutch
HC02_VC187,Margin of Error; ANCESTRY - Dutch
HC03_VC187,Percent; ANCESTRY - Dutch
HC04_VC187,Percent Margin of Error; ANCESTRY - Dutch
HC01_VC188,Estimate; ANCESTRY - English
HC02_VC188,Margin of Error; ANCESTRY - English
HC03_VC188,Percent; ANCESTRY - English
HC04_VC188,Percent Margin of Error; ANCESTRY - English
HC01_VC189,Estimate; ANCESTRY - French (except Basque)
HC02_VC189,Margin of Error; ANCESTRY - French (except Basque)
HC03_VC189,Percent; ANCESTRY - French (except Basque)
HC04_VC189,Percent Margin of Error; ANCESTRY - French (except Basque)
HC01_VC190,Estimate; ANCESTRY - French Canadian
HC02_VC190,Margin of Error; ANCESTRY - French Canadian
HC03_VC190,Percent; ANCESTRY - French Canadian
HC04_VC190,Percent Margin of Error; ANCESTRY - French Canadian
HC01_VC191,Estimate; ANCESTRY - German
HC02_VC191,Margin of Error; ANCESTRY - German
HC03_VC191,Percent; ANCESTRY - German
HC04_VC191,Percent Margin of Error; ANCESTRY - German
HC01_VC192,Estimate; ANCESTRY - Greek
HC02_VC192,Margin of Error; ANCESTRY - Greek
HC03_VC192,Percent; ANCESTRY - Greek
HC04_VC192,Percent Margin of Error; ANCESTRY - Greek
HC01_VC193,Estimate; ANCESTRY - Hungarian
HC02_VC193,Margin of Error; ANCESTRY - Hungarian
HC03_VC193,Percent; ANCESTRY - Hungarian
HC04_VC193,Percent Margin of Error; ANCESTRY - Hungarian
HC01_VC194,Estimate; ANCESTRY - Irish
HC02_VC194,Margin of Error; ANCESTRY - Irish
HC03_VC194,Percent; ANCESTRY - Irish
HC04_VC194,Percent Margin of Error; ANCESTRY - Irish
HC01_VC195,Estimate; ANCESTRY - Italian
HC02_VC195,Margin of Error; ANCESTRY - Italian
HC03_VC195,Percent; ANCESTRY - Italian
HC04_VC195,Percent Margin of Error; ANCESTRY - Italian
HC01_VC196,Estimate; ANCESTRY - Lithuanian
HC02_VC196,Margin of Error; ANCESTRY - Lithuanian
HC03_VC196,Percent; ANCESTRY - Lithuanian
HC04_VC196,Percent Margin of Error; ANCESTRY - Lithuanian
HC01_VC197,Estimate; ANCESTRY - Norwegian
HC02_VC197,Margin of Error; ANCESTRY - Norwegian
HC03_VC197,Percent; ANCESTRY - Norwegian
HC04_VC197,Percent Margin of Error; ANCESTRY - Norwegian
HC01_VC198,Estimate; ANCESTRY - Polish
HC02_VC198,Margin of Error; ANCESTRY - Polish
HC03_VC198,Percent; ANCESTRY - Polish
HC04_VC198,Percent Margin of Error; ANCESTRY - Polish
HC01_VC199,Estimate; ANCESTRY - Portuguese
HC02_VC199,Margin of Error; ANCESTRY - Portuguese
HC03_VC199,Percent; ANCESTRY - Portuguese
HC04_VC199,Percent Margin of Error; ANCESTRY - Portuguese
HC01_VC200,Estimate; ANCESTRY - Russian
HC02_VC200,Margin of Error; ANCESTRY - Russian
HC03_VC200,Percent; ANCESTRY - Russian
HC04_VC200,Percent Margin of Error; ANCESTRY - Russian
HC01_VC201,Estimate; ANCESTRY - Scotch-Irish
HC02_VC201,Margin of Error; ANCESTRY - Scotch-Irish
HC03_VC201,Percent; ANCESTRY - Scotch-Irish
HC04_VC201,Percent Margin of Error; ANCESTRY - Scotch-Irish
HC01_VC202,Estimate; ANCESTRY - Scottish
HC02_VC202,Margin of Error; ANCESTRY - Scottish
HC03_VC202,Percent; ANCESTRY - Scottish
HC04_VC202,Percent Margin of Error; ANCESTRY - Scottish
HC01_VC203,Estimate; ANCESTRY - Slovak
HC02_VC203,Margin of Error; ANCESTRY - Slovak
HC03_VC203,Percent; ANCESTRY - Slovak
HC04_VC203,Percent Margin of Error; ANCESTRY - Slovak
HC01_VC204,Estimate; ANCESTRY - Subsaharan African
HC02_VC204,Margin of Error; ANCESTRY - Subsaharan African
HC03_VC204,Percent; ANCESTRY - Subsaharan African
HC04_VC204,Percent Margin of Error; ANCESTRY - Subsaharan African
HC01_VC205,Estimate; ANCESTRY - Swedish
HC02_VC205,Margin of Error; ANCESTRY - Swedish
HC03_VC205,Percent; ANCESTRY - Swedish
HC04_VC205,Percent Margin of Error; ANCESTRY - Swedish
HC01_VC206,Estimate; ANCESTRY - Swiss
HC02_VC206,Margin of Error; ANCESTRY - Swiss
HC03_VC206,Percent; ANCESTRY - Swiss
HC04_VC206,Percent Margin of Error; ANCESTRY - Swiss
HC01_VC207,Estimate; ANCESTRY - Ukrainian
HC02_VC207,Margin of Error; ANCESTRY - Ukrainian
HC03_VC207,Percent; ANCESTRY - Ukrainian
HC04_VC207,Percent Margin of Error; ANCESTRY - Ukrainian
HC01_VC208,Estimate; ANCESTRY - Welsh
HC02_VC208,Margin of Error; ANCESTRY - Welsh
HC03_VC208,Percent; ANCESTRY - Welsh
HC04_VC208,Percent Margin of Error; ANCESTRY - Welsh
HC01_VC209,Estimate; ANCESTRY - West Indian (excluding Hispanic origin groups)
HC02_VC209,Margin of Error; ANCESTRY - West Indian (excluding Hispanic origin groups)
HC03_VC209,Percent; ANCESTRY - West Indian (excluding Hispanic origin groups)
HC04_VC209,Percent Margin of Error; ANCESTRY - West Indian (excluding Hispanic origin groups)
