Date,Value
2/16/20,9904.17
2/17/20,9937.67
2/18/20,9703.93
2/19/20,10180.65
2/20/20,9604.72
2/21/20,9606.86
2/22/20,9696.58
2/23/20,9669.63
2/24/20,9989.39
2/25/20,9663.75
2/26/20,9309.15
2/27/20,8785.52
2/28/20,8804.72
2/29/20,8712.35
3/1/20,8534.17
3/2/20,8912.82
3/3/20,8912.82
3/4/20,8754.34
3/5/20,8758.9
3/6/20,9067.39
3/7/20,9155.89
3/8/20,8898.63
3/9/20,8039.38
3/10/20,7931.94
3/11/20,7885.46
3/12/20,7936.65
3/13/20,4830.21
3/14/20,5609.03
3/15/20,5166.26
3/16/20,5348.44
3/17/20,5026.35
3/18/20,5357.61
3/19/20,5410.23
3/20/20,6195.2
3/21/20,6226.44
3/22/20,6189.85
3/23/20,5822.62
3/24/20,6502.16
3/25/20,6768.49
3/26/20,6698.46
3/27/20,6763.75
3/28/20,6369.09
3/29/20,6260.95
3/30/20,5885.41
3/31/20,6405.29
4/1/20,6428.28
4/2/20,6652.87
4/3/20,6809.11
4/4/20,6741.67
4/5/20,6871.69
4/6/20,6777.44
4/7/20,7343.2
4/8/20,7205.55
4/9/20,7365.03
4/10/20,7293.69
4/11/20,6873.24
4/12/20,6891.6
4/13/20,6915.37
4/14/20,6857.66
4/15/20,6871.95
4/16/20,6623.8
4/17/20,7112.27
4/18/20,7034.89
4/19/20,7259.36
4/20/20,7130.04
4/21/20,6840.24
4/22/20,6852.52
4/23/20,7130.99
4/24/20,7477.6
4/25/20,7507.08
4/26/20,7549.52
4/27/20,7699.27
4/28/20,7790.66
4/29/20,7765.33
4/30/20,8777.63
5/1/20,8628.77
5/2/20,8824.66
5/3/20,8973.82
5/4/20,8903.95
5/5/20,8885.93
5/6/20,9030.96
5/7/20,9170.79
5/8/20,10002.48
5/9/20,9821.8
5/10/20,9527.39
5/11/20,8754.46
5/12/20,8617.25
5/13/20,8814.53
5/14/20,9305.93
5/15/20,9790.31
5/16/20,9303.59
5/17/20,9385.7
5/18/20,9669.4
5/19/20,9719.37
5/20/20,9785.74
5/21/20,9510.67
5/22/20,9057.57
5/23/20,9167.26
5/24/20,9178.32
5/25/20,8730.73
5/26/20,8899.66
5/27/20,8842.85
5/28/20,9197.54
5/29/20,9569.21
5/30/20,9425.98
5/31/20,9698.1
6/1/20,9450.84
6/2/20,10204.23
6/3/20,9525.57
6/4/20,9658.04
6/5/20,9794.56
6/6/20,9623.75
6/7/20,9670.43
6/8/20,9753.85
6/9/20,9782.59
6/10/20,9775.15
6/11/20,9892.13
6/12/20,9286.42
6/13/20,9459.97
6/14/20,9473.5
6/15/20,9330.07
6/16/20,9426.7
6/17/20,9526
6/18/20,9454.81
6/19/20,9380.03
6/20/20,9300.15
6/21/20,9357.43
6/22/20,9284.78
6/23/20,9691.9
6/24/20,9621.49
6/25/20,9276.58
6/26/20,9240.85
6/27/20,9154.45
6/28/20,9004.23
6/29/20,9127.47
6/30/20,9185.35
7/1/20,9133.97
7/2/20,9236.38
7/3/20,9087.98
7/4/20,9072.42
7/5/20,9131.31
7/6/20,9089.09
7/7/20,9348.91
7/8/20,9256.23
7/9/20,9440.07
7/10/20,9238.04
7/11/20,9287.4
7/12/20,9235.96
7/13/20,9295.9
7/14/20,9238.13
7/15/20,9254.52
7/16/20,9193.51
7/17/20,9131
7/18/20,9154.19
7/19/20,9174.71
7/20/20,9214.66
7/21/20,9163.87
7/22/20,9392.66
7/23/20,9537.4
7/24/20,9613.11
7/25/20,9551.28
7/26/20,9707.5
7/27/20,9938.83
7/28/20,11042.4
7/29/20,10934.94
7/30/20,11102.67
7/31/20,11114.93
8/1/20,11343.88
8/2/20,11823.69
8/3/20,11077.77
8/4/20,11242.57
8/5/20,11194.25
8/6/20,11750.28
8/7/20,11772.94
8/8/20,11605.6
8/9/20,11767.6
8/10/20,11684.06
8/11/20,11893.03
8/12/20,11392.43
8/13/20,11573.11
8/14/20,11777.43
8/15/20,11774.38
8/16/20,11873.98
8/17/20,11914.01
8/18/20,12293.72
8/19/20,11969.53
8/20/20,11734
8/21/20,11865.82
8/22/20,11522.8
8/23/20,11683.44
8/24/20,11653.02
8/25/20,11763.93
8/26/20,11337.4
8/27/20,11467.37
8/28/20,11302.01
8/29/20,11534.75
8/30/20,11481.64
8/31/20,11707.78
9/1/20,11659.57
9/2/20,11923.25
9/3/20,11397.44
9/4/20,10187.51
9/5/20,10467.89
9/6/20,10159.62
9/7/20,10254.93
9/8/20,10367.74
9/9/20,10121.52
9/10/20,10227.83
9/11/20,10352.66
9/12/20,10395.44
9/13/20,10446.44
9/14/20,10330.77
9/15/20,10674.64
9/16/20,10785.62
9/17/20,10948.43
9/18/20,10943.89
9/19/20,10931.79
9/20/20,11081.43
9/21/20,10919.65
9/22/20,10430.46
9/23/20,10532.22
9/24/20,10234.48
9/25/20,10732.43
9/26/20,10692.84
9/27/20,10732.4
9/28/20,10774.24
9/29/20,10692.33
9/30/20,10840.8
10/1/20,10777.92
10/2/20,10619.24
10/3/20,10575.06
10/4/20,10551.77
10/5/20,10673.46
10/6/20,10788.56
10/7/20,10603.74
10/8/20,10670.8
10/9/20,10923.3
10/10/20,11063.19
10/11/20,11302.67
10/12/20,11376.61
10/13/20,11540.04
10/14/20,11428.24
10/15/20,11431.32
10/16/20,11503.73
10/17/20,11327.57
10/18/20,11366.51
10/19/20,11508.2
10/20/20,11758.16
10/21/20,11925.46
10/22/20,12831.56
10/23/20,12990.25
10/24/20,12944.52
10/25/20,13128.46
10/26/20,13036.77
10/27/20,13076.37
10/28/20,13651.47
10/29/20,13289
10/30/20,13458.66
10/31/20,13564.72
11/1/20,13810.32
11/2/20,13758.88
11/3/20,13575.17
11/4/20,14023.31
11/5/20,14155.59
11/6/20,15591.39
11/7/20,15595.77
11/8/20,14839.84
11/9/20,15490.6
11/10/20,15328.53
11/11/20,15317.04
11/12/20,15708.65
11/13/20,16295.57
11/14/20,16339.33
11/15/20,16091.07
11/16/20,15968.16
11/17/20,16725.15
11/18/20,17679.72
11/19/20,17798.45
11/20/20,17820.57
11/21/20,18687.45
11/22/20,18699.75
11/23/20,18422.28
11/24/20,18398.91
11/25/20,19172.52
11/26/20,18739.8
11/27/20,17151.44
11/28/20,17138.87
11/29/20,17732.42
11/30/20,18191.6
12/1/20,19709.73
12/2/20,18792.52
12/3/20,19226.97
12/4/20,19454.54
12/5/20,18670.49
12/6/20,19155.06
12/7/20,19377.66
12/8/20,19181.41
12/9/20,18318.87
12/10/20,18554.15
12/11/20,18247.76
12/12/20,18029.36
12/13/20,18803.44
12/14/20,19164.48
12/15/20,19276.59
12/16/20,19439.75
12/17/20,21379.48
12/18/20,22847.46
12/19/20,23150.79
12/20/20,23869.92
12/21/20,23490.58
12/22/20,22745.48
12/23/20,23824.99
12/24/20,23253.37
12/25/20,23715.53
12/26/20,24693.58
12/27/20,26443.21
12/28/20,26246.58
12/29/20,27036.69
12/30/20,27376.37
12/31/20,28856.59
1/1/21,28982.56
1/2/21,29393.75
1/3/21,32195.46
1/4/21,33000.78
1/5/21,32035.03
1/6/21,34046.67
1/7/21,36860.41
1/8/21,39486.04
1/9/21,40670.25
1/10/21,40240.72
1/11/21,38240.09
1/12/21,35544.94
1/13/21,34011.82
1/14/21,37393.13
1/15/21,39158.47
1/16/21,36828.52
1/17/21,36065.2
1/18/21,35793.01
1/19/21,36632.35
1/20/21,36020.13
1/21/21,35538.98
1/22/21,30797.88
1/23/21,33002.38
1/24/21,32099.74
1/25/21,32276.84
1/26/21,32243.26
1/27/21,32541.8
1/28/21,30419.17
1/29/21,33403.17
1/30/21,34314.26
1/31/21,34318.1
2/1/21,33136.46
2/2/21,33522.9
2/3/21,35529.66
2/4/21,37676.25
2/5/21,37002.09
2/6/21,38278.61
2/7/21,39323.26
2/8/21,38928.1
2/9/21,46364.3
2/10/21,46589.58
2/11/21,44878.17
2/12/21,48013.38
2/13/21,47471.4
2/14/21,47185.19
2/15/21,48720.37
2/16/21,47951.85
2/17/21,49160.1
2/18/21,52118.23
2/19/21,51608.15
2/20/21,55916.5
2/21/21,56001.2
2/22/21,57487.86
2/23/21,54123.4
2/24/21,48880.43
2/25/21,50624.84
2/26/21,46800.42
2/27/21,46340.31
2/28/21,46155.87
3/1/21,45113.92
3/2/21,49618.43
3/3/21,48356.04
3/4/21,50477.7
3/5/21,48448.91
3/6/21,48861.38
3/7/21,48881.59
3/8/21,51169.7
3/9/21,52299.33
3/10/21,54881.52
3/11/21,55997.23
3/12/21,57764
3/13/21,57253.28
3/14/21,61258.73
3/15/21,59133.47
3/16/21,55754.72
3/17/21,56872.38
3/18/21,58913
3/19/21,57665.9
3/20/21,58075.1
3/21/21,58085.8
3/22/21,57411.17
3/23/21,54204.96
3/24/21,54477.46
3/25/21,52508.23
3/26/21,51415.92
3/27/21,55074.47
3/28/21,55863.93
3/29/21,55783.71
3/30/21,57627.67
3/31/21,58730.13
4/1/21,58735.25
4/2/21,58736.92
4/3/21,59031.32
4/4/21,57076.49
4/5/21,58206.55
4/6/21,59054.1
4/7/21,58020.46
4/8/21,55947.27
4/9/21,58048.59
4/10/21,58102.58
4/11/21,59774
4/12/21,59964.87
4/13/21,59834.74
4/14/21,63554.44
4/15/21,62969.12
4/16/21,63252.63
4/17/21,61455.98
4/18/21,60087.09
4/19/21,56251.48
4/20/21,55703.14
4/21/21,56507.91
4/22/21,53808.8
4/23/21,51731.71
4/24/21,51153.13
4/25/21,50110.53
4/26/21,49075.58
4/27/21,54056.64
4/28/21,55071.46
4/29/21,54884.1
4/30/21,53584.15
5/1/21,57796.62
5/2/21,57857.5
5/3/21,56610.46
5/4/21,57213.33
5/5/21,53241.72
5/6/21,57473.23
5/7/21,56428.16
5/8/21,57380.27
5/9/21,58928.81
5/10/21,58280.73
5/11/21,55883.5
5/12/21,56750
5/13/21,49007.09
5/14/21,49702.27
5/15/21,49922.52
5/16/21,46736.58
5/17/21,46441.64
5/18/21,43596.24
5/19/21,42912.19
5/20/21,36964.27
5/21/21,40784.32
5/22/21,37280.35
5/23/21,37528.3
5/24/21,34754.54
5/25/21,38728.59
5/26/21,38410.5
5/27/21,39266.04
5/28/21,38445.29
5/29/21,35689.62
5/30/21,34647.67
5/31/21,35684.59
6/1/21,37310.54
6/2/21,36662.64
6/3/21,37585.24
6/4/21,39188.59
6/5/21,36885.51
6/6/21,35530.38
6/7/21,35816.17
6/8/21,33514.87
6/9/21,33450.19
6/10/21,37338.36
6/11/21,36704.57
6/12/21,37313.18
6/13/21,35494.9
6/14/21,39066.82
6/15/21,40525.8
6/16/21,40188.56
6/17/21,38324.87
6/18/21,38068.04
6/19/21,35729.82
6/20/21,35524.17
6/21/21,35592.35
6/22/21,31686.55
6/23/21,32447.59
6/24/21,33674.66
6/25/21,34639.38
6/26/21,31640.58
6/27/21,32160.91
6/28/21,34644.45
6/29/21,34456.67
6/30/21,35847.7
7/1/21,35047.36
7/2/21,33536.88
7/3/21,33856.86
7/4/21,34688.98
7/5/21,35309.3
7/6/21,33747.97
7/7/21,34211.01
7/8/21,33839.04
7/9/21,32877.41
7/10/21,33818.52
7/11/21,33515.57
7/12/21,34227.64
7/13/21,33158.25
7/14/21,32686.56
7/15/21,32814.61
7/16/21,31738.59
7/17/21,31421.25
7/18/21,31520.66
7/19/21,31783.49
7/20/21,30815.94
7/21/21,29790.24
7/22/21,32118.06
7/23/21,32297.89
7/24/21,33581.63
7/25/21,34279.34
7/26/21,35365.2
7/27/21,37318.14
7/28/21,39405.95
7/29/21,40002.53
7/30/21,40005.93
7/31/21,42214.15
8/1/21,41659.06
8/2/21,40000.46
8/3/21,39193.94
8/4/21,38138
8/5/21,39750.14
8/6/21,40882
8/7/21,42825.95
8/8/21,44634.13
8/9/21,43816.14
8/10/21,46333.46
8/11/21,45608.37
8/12/21,45611.46
8/13/21,44417.78
8/14/21,47833.98
8/15/21,47112.19
8/16/21,47056.41
8/17/21,45982.55
8/18/21,44648.57
8/19/21,44777.86
8/20/21,46734.65
8/21/21,49327.75
8/22/21,48932.02
8/23/21,49335.68
8/24/21,49523.5
8/25/21,47744.58
8/26/21,48972.09
8/27/21,46962.8
8/28/21,49056.86
8/29/21,48897.65
8/30/21,48806.78
8/31/21,47074.77
9/1/21,47155.87
9/2/21,48862.76
9/3/21,49329.01
9/4/21,50035.33
9/5/21,49947.38
9/6/21,51769.06
9/7/21,52677.4
9/8/21,46809.17
9/9/21,46078.38
9/10/21,46368.69
